,,0.0,0.2,0.4,0.6,0.8,1.0
loss_S,0.002,0.27123958760421374,0.23624956515322992,0.297025561789269,0.3091276552986528,0.4319795506307855,23.61788599193096
loss_S,0.2,0.30871375305696347,0.3013369743516705,0.3069470838718189,0.3677053167120903,0.40246064522943925,1.3117569729220122
loss_S,0.4,0.4097911064109212,0.39322871307513196,0.43098994023512205,0.3494439037513075,0.40618260844439646,1.091112127294764
loss_S,0.6,0.5296745104133151,0.41019530206904165,0.4931837198782887,0.43074232644721633,0.440789405394753,1.0332314371480606
loss_S,0.8,0.7501762306201272,0.6168514207392946,0.4828157922001992,0.6512017989516607,0.6032206645559199,0.6016575126996031
loss_S,0.998,12.891421750187874,1.2093519971240312,0.7021908153255936,0.8422870905487798,0.5004389051173348,0.6387092843033315
loss_T,0.002,1.438596256119373,1.8611342283184031,2.8314484342846074,6.208393665764596,3.1705123313888213,30.902890860382545
loss_T,0.2,2.613765589277728,0.7909267297330892,0.8891376081230462,0.8471387788767984,1.1543771730096362,1.245370438797208
loss_T,0.4,1.4913383007601124,0.6034344863778357,0.8183962217518657,0.6983888356487743,0.906653031675681,0.8544397760348715
loss_T,0.6,2.4573825392254833,0.6734748635419352,0.648805533733931,0.625139371916227,0.6197821146564234,0.8852869522029313
loss_T,0.8,2.272129904635035,0.6614649053996358,0.6759456144729753,0.7027295843498843,0.5929983920185931,0.5950059262770842
loss_T,0.998,11.112832701244889,0.9026027539656105,0.6869052333902559,0.6748549957278571,0.5154393883381786,0.5484631621511513
acc_S,0.002,0.921875,0.92431640625,0.9150390625,0.9013671875,0.8681640625,0.18505859375
acc_S,0.2,0.8994140625,0.91064453125,0.91259765625,0.89990234375,0.88330078125,0.60791015625
acc_S,0.4,0.88671875,0.91015625,0.8935546875,0.90673828125,0.8818359375,0.69921875
acc_S,0.6,0.84521484375,0.8974609375,0.86474609375,0.87451171875,0.88134765625,0.71484375
acc_S,0.8,0.7734375,0.83544921875,0.876953125,0.84033203125,0.8466796875,0.82958984375
acc_S,0.998,0.14404296875,0.673828125,0.79541015625,0.7880859375,0.853515625,0.83447265625
acc_T,0.002,0.675399591395265,0.5954813123422665,0.5277009974762649,0.43456315346713137,0.4581180146616993,0.1850739093858911
acc_T,0.2,0.4954933301285903,0.765773344549934,0.7519528902776109,0.759884629251292,0.7219084244682129,0.6308136041341185
acc_T,0.4,0.5688018267035212,0.8274245883908184,0.7872851820694629,0.8212955173657013,0.7693786804470617,0.7582021391659657
acc_T,0.6,0.44778271842326645,0.8133637783920202,0.8194928494171374,0.8187717822377119,0.8282658334334816,0.7676961903617354
acc_T,0.8,0.42927532748467734,0.8105996875375556,0.8204542723230381,0.8164884028361976,0.8423266434322798,0.8437687777911309
acc_T,0.998,0.07967792332652325,0.7590433842086288,0.811681288306694,0.8209349837759885,0.8492969595000601,0.851700516764812
