,,0.0,0.2,0.4,0.6,0.8,1.0
loss_S,0.002,0.2484659417168586,0.2724355164145891,0.2947889017859779,0.3824572790690581,0.4271760019182693,17.56111504882574
loss_S,0.2,0.3109258440554185,0.3290370129527673,0.318208574595701,0.3023221415642183,0.3308643322307034,1.1208528249990195
loss_S,0.4,0.3893297551330761,0.4513125044759363,0.4026812678889655,0.3852944569298415,0.4907865546738321,0.8833870722446591
loss_S,0.6,0.505666529526934,0.4628251129834098,0.4634462490848818,0.4062928740358984,0.4036590341456758,0.7427605604752898
loss_S,0.8,1.0258174255432095,0.8180221515212907,0.5659816834740923,0.604625136955292,0.4223801733751315,0.6952819265134167
loss_S,0.998,17.850868612527847,1.453499258379452,0.7654703359585255,0.8214980054763146,0.4911518057342618,0.5723778262035921
loss_T,0.002,1.83849577400276,2.07880325517808,1.5085168973626806,3.394398792648728,3.7543905504247546,20.20799984546281
loss_T,0.2,1.7806770892946095,0.8913527211308007,0.9871034431365832,0.9987542844423236,0.8144454972321669,1.2445458911342298
loss_T,0.4,2.360719088699121,0.7831503170468548,0.7804982945987331,0.7247930842864592,0.8894285564346105,0.8048425106538878
loss_T,0.6,1.7949771373736974,0.737113501778547,0.7056031445355359,0.5752435788022449,0.6095830917827585,0.6635456347617399
loss_T,0.8,2.867245696883493,0.8325236373888896,0.5788514064448904,0.6953868427393443,0.5951907139169731,0.6312152715116692
loss_T,0.998,14.086020122352604,1.0072805325631842,0.7132536587183929,0.6449769686385067,0.5000952184727521,0.5985507085810142
acc_S,0.002,0.9287109375,0.91357421875,0.91259765625,0.89501953125,0.873046875,0.09814453125
acc_S,0.2,0.91259765625,0.90625,0.908203125,0.91796875,0.8974609375,0.63330078125
acc_S,0.4,0.88330078125,0.8779296875,0.896484375,0.89111328125,0.86279296875,0.7216796875
acc_S,0.6,0.85009765625,0.880859375,0.87890625,0.88330078125,0.8759765625,0.78076171875
acc_S,0.8,0.7373046875,0.8125,0.8564453125,0.8525390625,0.8837890625,0.80615234375
acc_S,0.998,0.13916015625,0.64599609375,0.77734375,0.7626953125,0.84130859375,0.8193359375
acc_T,0.002,0.6005287825982454,0.556784040379762,0.6036534070424228,0.5084725393582502,0.3950246364619637,0.1611585146016103
acc_T,0.2,0.5590674197812763,0.7477466650642951,0.7434202619877418,0.7234707366903016,0.7767095301045548,0.6619396707126547
acc_T,0.4,0.4986179545727677,0.7807955774546329,0.7853623362576614,0.8056723951448144,0.7739454392500902,0.7512318230981854
acc_T,0.6,0.5048672034611225,0.7911308736930658,0.8115611104434564,0.833433481552698,0.8345150823218364,0.8092777310419421
acc_T,0.8,0.4221848335536594,0.7943756760004808,0.8330729479629853,0.8204542723230381,0.8384809518086769,0.8242999639466411
acc_T,0.998,0.1663261627208268,0.7448623963465929,0.7973801225814205,0.8180507150582863,0.8608340343708689,0.8384809518086769
