,,0.0,0.2,0.4,0.6,0.8,1.0
loss_S,0.002,0.2722405601898572,0.26431206119673334,0.5077673363730355,0.342070563577181,0.31951775792913395,290.72547113895416
loss_S,0.2,0.34062755288960034,0.313739944005647,0.31154130304093997,0.39125181479721505,0.45679579526358793,1.0396318442653865
loss_S,0.4,0.39753720598901054,0.40731106092835034,0.3692638610490917,0.45187384129530983,0.45981715249008914,0.7462381680088583
loss_S,0.6,0.5262841210060287,0.4260980189822021,0.42879121589680835,0.4578416849473115,0.41921802882279735,0.7029879666297347
loss_S,0.8,0.7220725496881641,0.6642201738288804,0.47791030976804905,0.74773380249826,0.4223698002988385,0.6263535780235543
loss_S,0.998,3.8163162949495018,2.436645888723433,0.6354017649136949,0.6757311293713428,0.6036722569333506,0.6896712670131819
loss_T,0.002,2.588534019755815,1.189791358813058,1.6051319780408182,1.911610103659211,2.0568360253508606,479.0543581038022
loss_T,0.2,2.0510495734841916,0.8070415646502712,0.6841799202845756,0.8918467110681634,0.7525563939963521,1.0775558682942732
loss_T,0.4,1.6667484437856317,0.782751437017385,0.7456285803502517,0.6942845501695999,0.9240498307807127,0.7960843354725032
loss_T,0.6,2.644963335925005,0.7411346904084618,0.7547920487839804,0.6649368152614009,0.6234835028403002,0.7268638306870918
loss_T,0.8,2.4460109810131883,0.6648275148763262,0.6243014278028124,0.6805300083214644,0.5386107688875579,0.6138921617720846
loss_T,0.998,4.842977785115746,1.5650482957719374,0.6220245146650493,0.5685405789044248,0.5420008490331698,0.6413945517520745
acc_S,0.002,0.923828125,0.92724609375,0.88232421875,0.908203125,0.908203125,0.09814453125
acc_S,0.2,0.91015625,0.91455078125,0.919921875,0.9013671875,0.88427734375,0.712890625
acc_S,0.4,0.89892578125,0.89453125,0.91015625,0.890625,0.890625,0.80859375
acc_S,0.6,0.85791015625,0.89794921875,0.9013671875,0.8876953125,0.8857421875,0.8212890625
acc_S,0.8,0.8232421875,0.85693359375,0.88330078125,0.85009765625,0.88427734375,0.85107421875
acc_S,0.998,0.4990234375,0.52783203125,0.849609375,0.82958984375,0.8447265625,0.8359375
acc_T,0.002,0.6049753635380363,0.7155389977166206,0.6626607378920802,0.590914553539238,0.6303328926811681,0.16115851460161038
acc_T,0.2,0.5970436245643552,0.7936546088210552,0.8151664463405841,0.780194688138445,0.8246604975363538,0.732484076433121
acc_T,0.4,0.6299723590914553,0.8179305371950487,0.8203340944598005,0.8209349837759885,0.8115611104434564,0.8018267035212114
acc_T,0.6,0.5558226174738613,0.8197332051436126,0.8303088571085206,0.84581180146617,0.8480951808676842,0.8274245883908184
acc_T,0.8,0.567960581660858,0.8420862877058046,0.8444898449705565,0.8394423747145776,0.8586708328325923,0.848455714457397
acc_T,0.998,0.3727917317630092,0.7035212113928614,0.8502583824059609,0.8529022953971879,0.8593919000120178,0.84581180146617
